	nom	typerestaurant	ville	codepostal	rue	rue2	telephone	mobile	cravings	extras	prix	stationdemetro	Latitude	Longitude
407	Au Délice de Confucius	Restaurant	Paris	75013	68, bd de L’Hôpital				Asiatique,  Chinois	Ouvert le dimanche,  Take-away,  Kid friendly,  Antidépresseur,  Faim de nuit,  13 à table,  Manger seul 	De 16 à 35 €	Saint-Marcel	48.83780489999999	2.359768000000031
408	Café Pimpin 	Restaurant	Paris	75018	64, rue Ramey		+33 1 46 06 97 25		Biocool,  Café / Coffee Shop,  Salon de thé / Pâtisserie,  Snack / Tartes / Salades / Soupes / Bols	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Kid friendly,  Antidépresseur,  Terrasse,  13 à table,  Manger seul 	Moins de 15 €	Jules Joffrin	48.8917686	2.3449057000000266
409	Holybelly 19	Restaurant	Paris	75010	19, rue Lucien Sampaix		+33 1 82 28 00 80		Café / Coffee Shop,  Cuisine du marché	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Kid friendly,  Antidépresseur,  Brunch,  Manger seul 	De 16 à 35 €	Jacques Bonsergent,  Château d'Eau	48.87235769999999	2.3608024000000114
410	Jong-no Samgyetang	Restaurant	Paris	75013	23, boulevard de Port-Royal		+33 9 83 70 66 02		Coréen	Ouvert le lundi,  Take-away,  Manger seul 	De 16 à 35 €	Les Gobelins,  Censier - Daubenton	48.8369058	2.3481698000000506
411	Trois B	Restaurant	Paris	75019	48, av. Jean-Jaurès		+33 1 42 00 22 01		Cuisine du marché,  Néobistrot	Antidépresseur,  Terrasse	De 16 à 35 €	Laumière,  Jaurès	48.88366389999999	2.3744682999999895
412	Petrossian	Restaurant	Paris	75007	13, bd de la Tour-Maubourg		+33 1 44 11 32 32		Nourritures mondaines,  Poissons et fruits de mer	Ouvert le dimanche,  Ouvert le lundi,  Voir et se faire voir,  Fais-moi mal	Plus de 51 €	Invalides,  La Tour-Maubourg	48.8609799	2.3105437000000393
413	Kodawari Tsukiji	Restaurant	Paris	75001	12, rue de Richelieu		+33 9 84 30 99 26		Japonais	Ouvert le dimanche,  Kid friendly,  Antidépresseur,  Manger seul 	De 16 à 35 €	Palais Royal-Musée du Louvre,  Pyramides	48.8643706	2.3362551999999823
414	Pastore	Restaurant	Paris	75009	26, rue Bergère		+33 9 80 77 25 73		Italien,  Néobistrot	Ouvert le lundi,  Antidépresseur,  Manger seul 	De 16 à 35 €	Grands Boulevards	48.8725686	2.344523900000013
415	Caillebotte	Restaurant	Paris	75009	8, rue Hippolyte-Lebas		+33 1 53 20 88 70		Néobistrot	Ouvert le lundi,  Antidépresseur,  Terrasse	De 36 à 50 €	Cadet,  Notre-Dame de Lorette,  Saint-Georges	48.8771387	2.3408644999999524
416	Pontochoux	Restaurant	Paris	75003	18, rue du Pont-aux-Choux		+33 9 86 70 77 00		Japonais	Ouvert le dimanche,  Take-away,  Antidépresseur,  Manger seul 	Moins de 15 €	Saint-Sébastien-Froissart	48.8613189	2.3650927999999567
417	Thuy Long 	Restaurant	Paris	75006	111, rue de Vaugirard		+33 1 45 49 26 01		Asiatique	Ouvert le lundi,  Take-away,  Manger seul 	Moins de 15 €	Falguière	48.8451678	2.3207834
418	L’Ecailler de l’Ebeniste	Restaurant	Paris	75017	76, rue Boursault		+33 1 42 26 22 02		Poissons et fruits de mer	Take-away,  Antidépresseur,  Faim de nuit,  Terrasse	De 16 à 35 €	Place de Clichy,  Rome,  La Fourche	48.8863741	2.3176933
419	Buzkashi	Restaurant	Paris	75017	7, rue des Dames		+33 9 53 41 92 30		Afghan	Ouvert le lundi,  Take-away,  Antidépresseur,  Faim de nuit,  13 à table	De 16 à 35 €	La Fourche	48.8853693	2.3257681999999704
420	Le Comptoir du Canal	Restaurant	Paris	75019	14, quai de la Loire		Pas de téléphone.		Planches / Assiettes froides,  Bar à vins / Cave à manger	Ouvert le dimanche,  Ouvert le lundi	De 16 à 35 €	Jaurès	48.8838145	2.3718472
421	Le Rubis	Restaurant	Paris	75002	14, rue Léopold Bellan		+33 9 84 39 42 49		Bistrot,  Néobistrot	Antidépresseur,  Terrasse,  13 à table	De 16 à 35 €	Sentier	48.8666873	2.3460457
422	Neighbours	Restaurant	Paris	75003	89, boulevard Beaumarchais		Pas de téléphone. 		Café / Coffee Shop,  Salon de thé / Pâtisserie,  Snack / Tartes / Salades / Soupes / Bols	Ouvert le lundi,  Take-away,  Kid friendly,  Manger seul 	De 16 à 35 €	Saint-Sébastien-Froissart	48.8590391	2.3673727000000326
423	Café des Ministères	Restaurant	Paris	75007	83, rue de l'Université		+33 1 47 05 43 62		Bistrot	Ouvert le lundi,  Antidépresseur,  Manger seul 	De 36 à 50 €	Assemblée Nationale	48.8605861	2.319198099999994
424	Panda Panda	Restaurant	Paris	75010	21, rue Juliette Dodu		+33 1 71 39 55 45		Asiatique	Terrasse,  Manger seul 	De 16 à 35 €	Colonel Fabien	48.8752965	2.3689981999999645
425	Daily Syrien Veggie	Restaurant	Paris	75010	72, rue du Faubourg Saint-Denis		+33 9 72 87 28 96		Syrien	Ouvert le lundi,  Take-away,  Antidépresseur,  Terrasse	Moins de 15 €	Château d'Eau	48.8729527	2.354694800000061
426	Automne	Restaurant	Paris	75011	11, rue Richard Lenoir		+33 1 40 09 03 70		Néobistrot	Ouvert le dimanche,  Terrasse,  Fais-moi mal	Plus de 51 €	Charonne	48.85473649999999	2.381974600000035
427	Yard Cave 	Restaurant	Paris	75011	6, rue de Mont-Louis				Bar à vins / Cave à manger	Ouvert le dimanche,  Ouvert le lundi,  Antidépresseur,  Terrasse,  Manger seul 	De 16 à 35 €	Philippe Auguste	48.8581389	2.3883164999999735
428	Marso & Co	Restaurant	Paris	75013	16, rue Vulpian		+33 1 45 87 37 00		Cuisine du marché,  Méditerranéen,  Néobistrot	Ouvert le lundi	De 16 à 35 €	Corvisart,  Glacière	48.8317107	2.3463873000000603
429	La Cantine de l’Aiguillage	Restaurant	Paris	75013	19, rue des Frigos		+33 1 45 84 52 46		Cuisine du marché	Ouvert le lundi,  Kid friendly,  Antidépresseur,  Terrasse,  13 à table,  Manger seul 	De 16 à 35 €	Bibliothèque François Mitterrand	48.8314177	2.3789881999999807
430	Le Bambou	Restaurant	Paris	75013	70, rue Baudricourt 		+33 1 45 70 91 75		Asiatique,  Vietnamien	Ouvert le dimanche,  Manger seul 	De 16 à 35 €	Tolbiac,  Olympiades	48.8251841	2.362484399999971
431	Le Beurre Noisette	Restaurant	Paris	75015	68, rue Vasco-de-Gama		+33 1 48 56 82 49		Bistrot	Antidépresseur,  Terrasse,  13 à table	De 36 à 50 €	Lourmel,  Porte de Versailles	48.835621	2.2847405999999637
432	Chez Taeko	Restaurant	Paris	75003	39, rue de Bretagne		+33 1 48 04 34 59		Japonais	Ouvert le dimanche,  Take-away,  Kid friendly,  Terrasse,  13 à table,  Manger seul 	Moins de 15 €	Temple,  Filles du Calvaire,  Arts et Métiers,  Saint-Sébastien-Froissart	48.8629259	2.3621657
433	Bel Ordinaire Rive Gauche	Restaurant	Paris	75005	5, rue de Bazeilles		+33 9 81 11 72 78 		Cuisine du marché,  Néobistrot,  Bar à vins / Cave à manger	Terrasse,  13 à table,  Manger seul 	De 36 à 50 €	Censier - Daubenton	48.8389938	2.350627300000042
434	Hôtel Providence	Restaurant	Paris	75010	90, rue René-Boulanger		+33 1 46 34 34 04		Bistrot	Ouvert le dimanche,  Ouvert le lundi,  Antidépresseur,  Faim de nuit,  Brunch,  Terrasse,  Voir et se faire voir	De 36 à 50 €	Strasbourg-Saint-Denis	48.8693213	2.3565518999999995
435	Frenchie Pigalle 	Restaurant	Paris	75009	29, rue Victor-Massé 				Cuisine d'auteur,  Néobistrot	Ouvert le dimanche,  Ouvert le lundi,  Antidépresseur,  Terrasse	De 36 à 50 €	Pigalle,  Saint-Georges	48.88085599999999	2.3375085
436	Au Nouveau Nez	Restaurant	Paris	75011	104, Rue Saint-Maur		+33 1 43 55 02 30		Cuisine du marché,  Italien,  Bar à vins / Cave à manger	Antidépresseur,  Terrasse,  Manger seul 	De 16 à 35 €	Ménilmontant,  Parmentier,  Rue Saint-Maur	48.8662056	2.3770823
437	Food Court Galeries Lafayette Champs Élysées	Restaurant	Paris	75008	60, av. des Champs-Élysées		Pas de téléphone. 		Snack / Tartes / Salades / Soupes / Bols,  Lèche-doigts	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Manger seul 	De 16 à 35 €	Franklin-D. Roosevelt,  George V	48.8704642	2.306304800000021
438	L’Avant-Poste	Restaurant	Paris	75010	7, rue de la Fidélité		+33 9 81 41 01 07		Cuisine du marché,  Néobistrot	Antidépresseur	De 16 à 35 €	Gare de l'Est,  Château d'Eau	48.8743281	2.355979400000024
439	Candide	Restaurant	Paris	75010	35, rue de Sambre-et-Meuse		+33 1 83 87 99 93		Cuisine du marché,  Viandes / Grillades	Ouvert le lundi,  Antidépresseur,  13 à table	De 16 à 35 €	Belleville,  Colonel Fabien	48.8745278	2.3736842000000706
440	Petit Gris	Restaurant	Paris	75017	67, rue Rennequin		+33 6 11 34 69 91		Tapas,  Néobistrot	Antidépresseur,  Manger seul 	De 36 à 50 €	Pereire,  Porte de Champerret	48.8842495	2.294386900000063
441	Pouliche	Restaurant	Paris	75010	11, rue d'Enghien		+33 1 45 89 07 56		Cuisine d'auteur,  Néobistrot	Ouvert le dimanche,  Ouvert le lundi,  Antidépresseur	De 36 à 50 €	Bonne Nouvelle,  Strasbourg-Saint-Denis	48.8716298	2.352213900000038
442	Café Lai'Tcha	Restaurant	Paris	75001	7, rue du Jour		+33 01 40 26 05 05		Chinois,  Cuisine d'auteur	Take-away,  Antidépresseur,  Manger seul 	De 36 à 50 €	Les Halles,  Etienne Marcel	48.8636533	2.344082999999955
443	Blueberry	Restaurant	Paris	75006	6, rue du Sabot		+33 1 42 22 21 56		Japonais,  Sushis	Take-away,  Antidépresseur,  Voir et se faire voir,  Manger seul 	De 36 à 50 €	Saint-Germain des Prés,  Saint-Sulpice	48.8527452	2.331322
444	L'Orillon Bar	Restaurant	Paris	75011	35, rue de l'Orillon		Pas de téléphone.		Bistrot,  Café / Coffee Shop	Ouvert le lundi,  Kid friendly,  Antidépresseur,  Manger seul 	De 16 à 35 €	Belleville,  Couronnes	48.8702805	2.376393499999949
445	Les Petits Plats 	Restaurant	Paris	75014	39, rue des Plantes		+33 1 45 42 50 52		Bistrot,  Viandes / Grillades	Ouvert le lundi,  Antidépresseur,  Terrasse,  Manger seul 	De 36 à 50 €	Alésia	48.8285241	2.322067400000037
446	Le Citizen	Restaurant	Paris	75010	96, quai de Jemmapes		+33 1 83 62 55 50		Café / Coffee Shop,  Néobistrot,  Snack / Tartes / Salades / Soupes / Bols	Ouvert le dimanche,  Ouvert le lundi,  Antidépresseur,  Brunch	De 16 à 35 €	Jacques Bonsergent	48.87315299999999	2.3643653000000313
447	Osteria Ferrara	Restaurant	Paris	75011	7, rue du Dahomey		+33 1 43 71 67 69		Cuisine d'auteur,  Italien	Ouvert le lundi,  Antidépresseur,  Terrasse,  Manger seul 	De 36 à 50 €	Faidherbe - Chaligny	48.8512822	2.383291999999983
448	Au Bon Endroit 	Restaurant	Paris	75019	50, av Simon Bolivar			+33 6 29 63 29 78	Bistrot,  Cuisine du marché,  Terroir	Antidépresseur,  Terrasse	De 16 à 35 €	Pyrénées,  Buttes Chaumont	48.8765709	2.378448
449	Juvéniles	Restaurant	Paris	75001	47, rue de Richelieu		+33 1 42 97 46 49		Bistrot,  Cuisine du marché,  Bar à vins / Cave à manger	Take-away,  Antidépresseur	De 36 à 50 €	Bourse,  Pyramides	48.8663481	2.337016100000028
450	Nodaïwa	Restaurant	Paris	75001	272, rue Saint-Honoré		+33 1 42 86 03 42		Japonais	Ouvert le lundi,  Antidépresseur,  Manger seul 	De 36 à 50 €	Pyrénées,  Palais Royal-Musée du Louvre	48.8644074	2.3332946000000447
451	Ellsworth	Restaurant	Paris	75001	34, rue de Richelieu		+33 1 42 60 59 66		Néobistrot	Ouvert le lundi,  Antidépresseur,  Manger seul 	De 36 à 50 €	Palais Royal-Musée du Louvre,  Pyramides	48.8655806	2.3369466999999986
452	Kunitoraya	Restaurant	Paris	75001	1, rue Villedo		+ 33 1 47 03 33 65 		Asiatique,  Japonais	Ouvert le dimanche,  Ouvert le lundi,  Antidépresseur,  Voir et se faire voir,  Manger seul 	De 16 à 35 €	Bourse,  Palais Royal-Musée du Louvre,  Pyramides,  Quatre Septembre	48.8659958	2.3366616000000704
453	Homies / Homies Bis / Magnum	Restaurant	Paris	75004	26 et 13, rue Beautreillis 		+33 9 80 41 05 40 / +33 9 51 21 78 11 / +33 1 42 72 38 34		Tapas,  Bar à vins / Cave à manger	Ouvert le dimanche,  Antidépresseur,  Faim de nuit,  Terrasse,  Manger seul 	De 36 à 50 €	Sully - Morland	48.853101	2.3636756999999307
454	Le Pantruche	Restaurant	Paris	75009	3, rue Victor-Massé		+33 1 48 78 55 60		Cuisine du marché,  Néobistrot	Ouvert le lundi,  Antidépresseur,  Terrasse	De 36 à 50 €	Anvers,  Pigalle,  Saint-Georges	48.8804459	2.339839500000039
455	La Cave à Michel 	Restaurant	Paris	75010	34, rue Sainte-Marthe		+33 1 42 45 94 47		Tapas,  Bar à vins / Cave à manger	Ouvert le dimanche,  Take-away,  Antidépresseur,  Manger seul 	De 16 à 35 €	Belleville,  Colonel Fabien	48.87435319999999	2.372934399999963
456	Les Pipelettes	Restaurant	Paris	75014	31, rue Brézin		+33 9 81 29 27 32		Cuisine du marché,  Salon de thé / Pâtisserie,  Snack / Tartes / Salades / Soupes / Bols	Take-away,  Kid friendly,  Antidépresseur,  Brunch	De 16 à 35 €	Mouton-Duvernet	48.8315262	2.326211300000068
457	Naturellement 	Restaurant	Paris	75015	33 bis, rue Mademoiselle		+33 1 73 73 23 69		Cuisine du marché,  Italien,  Bar à vins / Cave à manger	Kid friendly,  Antidépresseur,  Manger seul 	De 36 à 50 €	Félix Faure,  Commerce	48.8437946	2.2967115999999805
458	Mamma Primi	Restaurant	Paris	75017	71, rue des Dames		+33 1 47 42 33 31		Italien,  Pizzas	Ouvert le dimanche,  Ouvert le lundi,  Kid friendly,  Antidépresseur,  Terrasse	De 16 à 35 €	Place de Clichy	48.88348209999999	2.3206986000000143
459	Roco	Restaurant	Paris	75017	1, rue Guillaume-Tell		+33 1 47 64 49 39		Italien,  Pizzas	Ouvert le lundi,  Take-away,  Antidépresseur	De 16 à 35 €	Porte de Champerret	48.88382319999999	2.292958399999975
460	Au Bon Coin	Restaurant	Paris	75018	49, rue des Cloys		+33 1 46 06 91 36		Bistrot	Antidépresseur,  Terrasse,  13 à table	De 16 à 35 €	Lamarck-Caulaincourt,  Jules Joffrin	48.8931359	2.3374921
461	Billili	Restaurant	Paris	75010	136, rue du Faubourg-Poissonnière		+ 33 9 87 76 27 49		Bar à vins / Cave à manger	Antidépresseur,  Terrasse,  Manger seul 	De 16 à 35 €	Barbès - Rochechouart,  Poissonnière,  Gare du Nord	48.8806409	2.350058699999977
462	Bonvivant Pizza 	Restaurant	Paris	75005	4, rue des Ecoles		+ 33 9 80 38 96 98		Italien,  Pizzas	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Terrasse	De 16 à 35 €	Cardinal Lemoine,  Jussieu	48.847823	2.3521385999999893
463	Laïa 	Restaurant	Paris	75011	226, bd Voltaire		+33 9 75 65 27 21 		Méditerranéen,  Poissons et fruits de mer	Antidépresseur,  Brunch,  Terrasse,  Manger seul 	De 16 à 35 €	Rue des Boulets 	48.85262549999999	2.388279
464	Auger 	Restaurant	Paris	75020	34, bd de Charonne				Café / Coffee Shop,  Snack / Tartes / Salades / Soupes / Bols,  Sandwichs / Bagels	Ouvert le dimanche,  Take-away,  Manger seul 	Moins de 15 €	Avron,  Buzenval	48.8505236	2.3990481
